Sr. No.,Data Source,Shop Name,Contact / Owner,WhatsApp Number,Area / Locality,Zone,Store Type,Years Operating,Has Refrigerator,ADA / Distributor,Brands Stocked,Stocks Amul C&T,Aware of Amul C&T,Why Not Stocking C&T,C&T SKU Mix (80g / 180g / 850g),C&T Estimated Packs / Week,Amul Masti Dahi Packs / Week (est.),Pack Sizes Most in Demand,Packaging Format Preferred,#1 Selling Dahi Brand at Store,"Brand Ranking (brands stocked, by volume)",Amul Dahi Sales Change vs 1 Year Ago,Primary Reason Customers Choose Competitor,Customers Ask for Amul Dahi by Name,Customers Ask for Other Brand by Name,Margin on Amul Dahi (from price list),Best Trade Promotions Brand,Branded Display / Fridge Provided By,Best Rep Visits Brand,Best Shelf Life / Freshness Brand,Preferential Shelf Placement Brand,Biggest 6-Month Growth Brand,Trade Promotions Received on Amul Dahi,Amul Rep Visit Frequency,Customer Complaints About Amul Dahi,Customer Feedback on Amul C&T Specifically,Suggested Changes / Improvements for Amul,Other Feedback for Amul,Timestamp,zone_clean,store_type_clean,years_operating_clean,fridge_type,awareness_tier,rep_visit_clean,promo_received_clean,stocks_ct,pack_format_clean,phone_clean,phone_valid,feat_refrigerator_flag,feat_dedicated_fridge,feat_awareness_score,feat_rep_visit_score,feat_promo_bonus,feat_engagement_score,feat_infrastructure_score,feat_competitor_presence,feat_frubon_threat_score,feat_ct_weekly_volume,feat_masti_weekly_volume,feat_years_operating_num,feat_adoption_likelihood,nlp_complaints,nlp_ct_feedback,nlp_suggestions,nlp_other_feedback,nlp_why_not_stocking,nlp_full_corpus
154,Synthetic (Shoppee YES + March Sales),Shree Ji Provision Store,Suraj Devi Gupta,8290963190.0,Malviya Nagar,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Shiv Mohan,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty",Yes,"Yes, I stock it",,"850g Pouch, 180g Cup, 80g Cup",20–50 packs/week,20–50 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Decreased slightly,Taste preference,Rarely,,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Saras,Frubon Provides Display Box,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"Yes, occasionally",Rarely (once in 2–3 months),Packaging leaks or breaks,"Texture is creamy, some prefer it over Masti",Smaller affordable SKU for single-use,no_data,,Malviya_Sanganer,Kiryana,gt_10yrs,dedicated,stocking,rarely,yes_occasionally,True,cup,82909631900,False,1,1,3,1,2,3,2,1,1,35,35,4,9.0,packaging leaks or breaks,"texture is creamy, some prefer it over masti",smaller affordable sku for single-use,no_data,no_data,"packaging leaks or breaks | texture is creamy, some prefer it over masti | smaller affordable sku for single-use"
155,Synthetic (Shoppee YES + March Sales),Dinesh General Store,Sitaram Sharma,9928999899.0,K 25 Rico Sitapura,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Chaudhary,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",Low/unclear margin,,,200–500 packs/week,"80g / 180g (small cup, single use)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased significantly,Taste preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Saras,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Fortnightly,Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Malviya_Sanganer,Kiryana,gt_10yrs,dedicated,aware_only,fortnightly,never,False,no_preference,99289998990,False,1,1,1,3,0,3,2,1,3,0,350,4,6.67,curd is too sour,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,low/unclear margin,curd is too sour | too thin/watery compared to masti dahi per retailer observation | better margins for retailers | low/unclear margin
156,Synthetic (Shoppee YES + March Sales),Kalyan Departmental Store,Kalyan Sharma,9549083618.0,Patrakar Road Mansarovar,Vaishali Nagar / Mansarovar,Supermarket / Modern trade,5–10 years,"Yes, dedicated dairy refrigerator",Ankit,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Decreased slightly,Taste preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,Frubon Provides Display Box,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,Curd is too sour,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Vaishali_Mansarovar,Supermarket,5_10yrs,dedicated,aware_only,monthly,never,False,pouch,95490836180,False,1,1,1,2,0,2,2,1,3,0,150,3,5.96,curd is too sour,customers haven't asked for it,smaller affordable sku for single-use,no_data,no customer demand/enquiry,curd is too sour | customers haven't asked for it | smaller affordable sku for single-use | no customer demand/enquiry
157,Synthetic (Shoppee YES + March Sales),Hariyali Bajaar,Pradeep Kumar Chawla,9414080420.0,Shayam Nagar Thana,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Gaura Agencies,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,200–500 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,Rarely,,Amul Masti Dahi: 5–10%,Saras,,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,Packaging leaks or breaks,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,monthly,never,False,no_preference,94140804200,False,1,1,0,2,0,2,2,1,1,0,350,4,5.17,packaging leaks or breaks,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,no_data,packaging leaks or breaks | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur
158,Synthetic (Shoppee YES + March Sales),Indian Restaurent,Ashok Kumar,8209283558.0,"Sikar Rroad,Bad Pipliya",Amer / Periphery / Ajmer Road,Supermarket / Modern trade,2–5 years,"Yes, dedicated dairy refrigerator",Sharda Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",Company rep hasn't offered it,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Stayed the same,Price,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Saras,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Fortnightly,Curd is too sour,No awareness among customers,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Supermarket,2_5yrs,dedicated,aware_only,fortnightly,never,False,cup,82092835580,False,1,1,1,3,0,3,2,1,3,0,75,2,5.92,curd is too sour,no awareness among customers,more consumer-facing offers/free trials,no_data,company rep hasn't offered it,curd is too sour | no awareness among customers | more consumer-facing offers/free trials | company rep hasn't offered it
159,Synthetic (Shoppee YES + March Sales),Vinod Kirana Store,Vinod Ji,9887468330.0,Nider Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Sharda Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,200–500 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Taste preference,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,Saras Booth/Display,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Rarely (once in 2–3 months),Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,rarely,never,False,cup,98874683300,False,1,1,0,1,0,1,2,1,1,0,350,4,4.83,curd is too sour,too thin/watery compared to masti dahi per retailer observation,more consumer-facing offers/free trials,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | more consumer-facing offers/free trials
160,Synthetic (Shoppee YES + March Sales),Ananda Departmental Store,Mahesh Prasad Kalla,8963001012.0,Rampura Road,Amer / Periphery / Ajmer Road,Supermarket / Modern trade,5–10 years,"Yes, dedicated dairy refrigerator",Ayan Sales,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Fortnightly,Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Amer_Periphery,Supermarket,5_10yrs,dedicated,unaware,fortnightly,never,False,cup,89630010120,False,1,1,0,3,0,3,2,1,3,0,150,3,5.12,curd is too sour,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur
161,Synthetic (Shoppee YES + March Sales),Kasliwal Provision Store,Jitendra Kumar Jain,9214866607.0,51 Wan Vihar Kirti Nagar Tonk Phatak,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Mohanl Lal Saini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry; Company rep hasn't offered it,,,20–50 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Thickness/texture preference,Never,,Amul Masti Dahi: 5–10%,Frubon,,Amul,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,Packaging leaks or breaks,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,aware_only,monthly,never,False,cup,92148666070,False,1,1,1,2,0,2,2,1,2,0,35,2,5.58,packaging leaks or breaks,no awareness among customers,more advertising in jaipur,no_data,no customer demand/enquiry company rep hasn't offered it,packaging leaks or breaks | no awareness among customers | more advertising in jaipur | no customer demand/enquiry company rep hasn't offered it
162,Synthetic (Shoppee YES + March Sales),Mukesh Kirana Store,Ashok Kumar Jain,9950666060.0,Sheopur Garh Pratap Nagar,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Rishit,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased slightly,Familiarity/habit,Never,,Amul Masti Dahi: 5–10%,Frubon,Saras Booth/Display,Amul,Saras,"Saras (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,Curd is too sour,No awareness among customers,Better margins for retailers,no_data,,Malviya_Sanganer,Kiryana,gt_10yrs,dedicated,unaware,monthly,yes_occasionally,False,pouch,99506660600,False,1,1,0,2,2,4,2,1,2,0,75,4,5.83,curd is too sour,no awareness among customers,better margins for retailers,no_data,no_data,curd is too sour | no awareness among customers | better margins for retailers
163,Synthetic (Shoppee YES + March Sales),Shiv Kirana Store,Ram Ratan Ji,9351264800.0,Sector 18 Pratap Nagar,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Rishit,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Stayed the same,Local pride in Saras,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,,Saras,Saras,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Fortnightly,Packaging leaks or breaks,Too thin/watery compared to Masti Dahi per retailer observation,More frequent sales rep visits,no_data,,Malviya_Sanganer,Kiryana,gt_10yrs,dedicated,unaware,fortnightly,never,False,cup,93512648000,False,1,1,0,3,0,3,2,1,0,0,75,4,5.5,packaging leaks or breaks,too thin/watery compared to masti dahi per retailer observation,more frequent sales rep visits,no_data,no_data,packaging leaks or breaks | too thin/watery compared to masti dahi per retailer observation | more frequent sales rep visits
164,Synthetic (Shoppee YES + March Sales),Janki Raman Gautam,Janki Raman Gautam,9636343372.0,Banipark,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Aditya Cor.,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Stayed the same,Price,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),No complaints,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,rarely,never,False,cup,96363433720,False,1,1,0,1,0,1,2,1,3,0,150,4,4.83,no complaints,no awareness among customers,more advertising in jaipur,no_data,no_data,no complaints | no awareness among customers | more advertising in jaipur
165,Synthetic (Shoppee YES + March Sales),Ekata Enterprises,Kapil Shekawat,9929553896.0,Lalarpur Road,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Bhamu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"Yes, aware but not stocking",Company rep hasn't offered it,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased significantly,Local pride in Saras,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,Saras Booth/Display,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),Curd is too sour,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,aware_only,rarely,never,False,cup,99295538960,False,1,1,1,1,0,1,2,1,3,0,150,3,5.62,curd is too sour,no awareness among customers,more advertising in jaipur,no_data,company rep hasn't offered it,curd is too sour | no awareness among customers | more advertising in jaipur | company rep hasn't offered it
166,Synthetic (Shoppee YES + March Sales),Janana Hospital Canteen,Ashish,9309333933.0,Chandpool Bazar,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Kunal Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,None / No Promotions,Saras Booth/Display,Saras,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,Packaging leaks or breaks,No awareness among customers,More frequent sales rep visits,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,monthly,yes_occasionally,False,no_preference,93093339330,False,1,1,0,2,2,4,2,1,0,0,150,3,5.46,packaging leaks or breaks,no awareness among customers,more frequent sales rep visits,no_data,no_data,packaging leaks or breaks | no awareness among customers | more frequent sales rep visits
167,Synthetic (Shoppee YES + March Sales),Nilam General Store,Mohan Lal Saini,9887444544.0,Hasanpura,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",M.D.Agency,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,"Yes, often",,Amul Masti Dahi: 5–10%,Saras,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Fortnightly,Curd is too sour,Customers haven't asked for it,More frequent sales rep visits,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,fortnightly,never,False,cup,98874445440,False,1,1,0,3,0,3,2,1,0,0,75,3,5.12,curd is too sour,customers haven't asked for it,more frequent sales rep visits,no_data,no_data,curd is too sour | customers haven't asked for it | more frequent sales rep visits
168,Synthetic (Shoppee YES + March Sales),Choudhary Store,Giriraj Choudhary,9772666636.0,Mahesh Nagar 80 Feet Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Anjini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,100–200 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased significantly,Local pride in Saras,Rarely,,Amul Masti Dahi: 5–10%,Frubon,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Rarely (once in 2–3 months),Not thick enough,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,rarely,never,False,cup,97726666360,False,1,1,1,1,0,1,2,1,2,0,150,4,6.0,not thick enough,no awareness among customers,more advertising in jaipur,no_data,no customer demand/enquiry,not thick enough | no awareness among customers | more advertising in jaipur | no customer demand/enquiry
169,Synthetic (Shoppee YES + March Sales),Ganpati Department Store,Om Prakash Malpani,9602822022.0,21 Kisan Marg Tonk Phatak,Amer / Periphery / Ajmer Road,Supermarket / Modern trade,Less than 2 years,"Yes, dedicated dairy refrigerator",Mohanl Lal Saini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),Curd is too sour,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Supermarket,lt_2yrs,dedicated,unaware,rarely,never,False,pouch,96028220220,False,1,1,0,1,0,1,2,1,3,0,150,1,3.71,curd is too sour,customers haven't asked for it,smaller affordable sku for single-use,no_data,no_data,curd is too sour | customers haven't asked for it | smaller affordable sku for single-use
170,Synthetic (Shoppee YES + March Sales),Choice Corner,Anand Agarwal,1412335615.0,Mahaveer Marg Ambabari,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Tanu Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased slightly,Price,Rarely,,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Amul,"Saras (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Fortnightly,Curd is too sour,Customers haven't asked for it,More frequent sales rep visits,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,fortnightly,never,False,cup,14123356150,False,1,1,0,3,0,3,2,1,3,0,150,2,4.75,curd is too sour,customers haven't asked for it,more frequent sales rep visits,no_data,no_data,curd is too sour | customers haven't asked for it | more frequent sales rep visits
